iso_code,continent,location,date,TV,PV,FV,TVPH,PVPH,FVPH,population,HDI
SSD,Africa,South Sudan,3/12/21,,,,,,,11193729,0.433
ESP,Europe,Spain,3/12/21,,,,,,,46754783,0.904
LKA,Asia,Sri Lanka,3/12/21,760765,,,3.55,,,21413250,0.782
SDN,Africa,Sudan,3/12/21,,,,,,,43849269,0.51
SUR,South America,Suriname,3/12/21,,,,,,,586634,0.738
SWE,Europe,Sweden,3/12/21,1093915,758884,335031,10.83,7.51,3.32,10099270,0.945
CHE,Europe,Switzerland,3/12/21,,,,,,,8654618,0.955
SYR,Asia,Syria,3/12/21,,,,,,,17500657,0.567
TWN,Asia,Taiwan,3/12/21,,,,,,,23816775,
TJK,Asia,Tajikistan,3/12/21,,,,,,,9537642,0.668
TZA,Africa,Tanzania,3/12/21,,,,,,,59734213,0.529
THA,Asia,Thailand,3/12/21,,,,,,,69799978,0.777
TLS,Asia,Timor,3/12/21,,,,,,,1318442,0.606
TGO,Africa,Togo,3/12/21,,,,,,,8278737,0.515
TTO,North America,Trinidad and Tobago,3/12/21,,,,,,,1399491,0.796
TUN,Africa,Tunisia,3/12/21,,,,,,,11818618,0.74
TUR,Asia,Turkey,3/12/21,10742277,7858565,2883712,12.74,9.32,3.42,84339067,0.82
UGA,Africa,Uganda,3/12/21,,,,,,,45741000,0.544
UKR,Europe,Ukraine,3/12/21,47541,47541,,0.11,0.11,,43733759,0.779
ARE,Asia,United Arab Emirates,3/12/21,6462887,,,65.35,,,9890400,0.89
GBR,Europe,United Kingdom,3/12/21,25216857,23684103,1532754,37.15,34.89,2.26,67886004,0.932
USA,North America,United States,3/12/21,101128005,65965305,35000159,30.24,19.72,10.47,331002647,0.926
URY,South America,Uruguay,3/12/21,193654,193654,,5.57,5.57,,3473727,0.817
UZB,Asia,Uzbekistan,3/12/21,,,,,,,33469199,0.72
VUT,Oceania,Vanuatu,3/12/21,,,,,,,307150,0.609
VAT,Europe,Vatican,3/12/21,,,,,,,809,
VEN,South America,Venezuela,3/12/21,,,,,,,28435943,0.711
VNM,Asia,Vietnam,3/12/21,,,,,,,97338583,0.704
OWID_WRL,,World,3/12/21,346700009,210732219,78522858,4.45,2.7,1.01,7794798729,0.737
YEM,Asia,Yemen,3/12/21,,,,,,,29825968,0.47
ZMB,Africa,Zambia,3/12/21,,,,,,,18383956,0.584
ZWE,Africa,Zimbabwe,3/12/21,36283,36283,,0.24,0.24,,14862927,0.571
AFG,Asia,Afghanistan,3/11/21,,,,,,,38928341,0.511
OWID_AFR,,Africa,3/11/21,,,,,,,1340598113,
ALB,Europe,Albania,3/11/21,,,,,,,2877800,0.795
DZA,Africa,Algeria,3/11/21,,,,,,,43851043,0.748
AND,Europe,Andorra,3/11/21,,,,,,,77265,0.868
AGO,Africa,Angola,3/11/21,,,,,,,32866268,0.581
ATG,North America,Antigua and Barbuda,3/11/21,,,,,,,97928,0.778
ARG,South America,Argentina,3/11/21,1919074,1564555,354519,4.25,3.46,0.78,45195777,0.845
ARM,Asia,Armenia,3/11/21,,,,,,,2963234,0.776
OWID_ASI,,Asia,3/11/21,,,,,,,4639847425,
AUS,Oceania,Australia,3/11/21,125000,125000,,0.49,0.49,,25499881,0.944
AUT,Europe,Austria,3/11/21,933514,670590,262924,10.37,7.45,2.92,9006400,0.922
AZE,Asia,Azerbaijan,3/11/21,436849,436849,,4.31,4.31,,10139175,0.756
BHS,North America,Bahamas,3/11/21,,,,,,,393248,0.814
BHR,Asia,Bahrain,3/11/21,520429,312104,208325,30.58,18.34,12.24,1701583,0.852
BGD,Asia,Bangladesh,3/11/21,4218127,4218127,,2.56,2.56,,164689383,0.632
BRB,North America,Barbados,3/11/21,50703,50703,,17.64,17.64,,287371,0.814
BLR,Europe,Belarus,3/11/21,,,,,,,9449321,0.823
BEL,Europe,Belgium,3/11/21,1112628,739712,372916,9.6,6.38,3.22,11589616,0.931
BLZ,North America,Belize,3/11/21,4933,4933,,1.24,1.24,,397621,0.716
BEN,Africa,Benin,3/11/21,,,,,,,12123198,0.545
BTN,Asia,Bhutan,3/11/21,,,,,,,771612,0.654
BOL,South America,Bolivia,3/11/21,132286,122348,9938,1.13,1.05,0.09,11673029,0.718
BIH,Europe,Bosnia and Herzegovina,3/11/21,,,,,,,3280815,0.78
BWA,Africa,Botswana,3/11/21,,,,,,,2351625,0.735
BRA,South America,Brazil,3/11/21,10740859,8092244,2648615,5.05,3.81,1.25,212559409,0.765
BRN,Asia,Brunei,3/11/21,,,,,,,437483,0.838
BGR,Europe,Bulgaria,3/11/21,324446,270587,53859,4.67,3.89,0.78,6948445,0.816
BFA,Africa,Burkina Faso,3/11/21,,,,,,,20903278,0.452
BDI,Africa,Burundi,3/11/21,,,,,,,11890781,0.433
KHM,Asia,Cambodia,3/11/21,129908,129908,,0.78,0.78,,16718971,0.594
CMR,Africa,Cameroon,3/11/21,,,,,,,26545864,0.563
CAN,North America,Canada,3/11/21,2719317,2131666,587651,7.2,5.65,1.56,37742157,0.929
CPV,Africa,Cape Verde,3/11/21,,,,,,,555988,0.665
CAF,Africa,Central African Republic,3/11/21,,,,,,,4829764,0.397
TCD,Africa,Chad,3/11/21,,,,,,,16425859,0.398
CHL,South America,Chile,3/11/21,6169168,4634953,1534215,32.27,24.25,8.03,19116209,0.851
CHN,Asia,China,3/11/21,,,,,,,1439323774,0.761
COL,South America,Colombia,3/11/21,589208,580060,9148,1.16,1.14,0.02,50882884,0.767
COM,Africa,Comoros,3/11/21,,,,,,,869595,0.554
COG,Africa,Congo,3/11/21,,,,,,,5518092,0.574
CRI,North America,Costa Rica,3/11/21,,,,,,,5094114,0.81
CIV,Africa,Cote d'Ivoire,3/11/21,,,,,,,26378275,0.538
HRV,Europe,Croatia,3/11/21,,,,,,,4105268,0.851
CUB,North America,Cuba,3/11/21,,,,,,,11326616,0.783
CYP,Europe,Cyprus,3/11/21,,,,,,,875899,0.887
CZE,Europe,Czechia,3/11/21,1009753,720076,289677,9.43,6.72,2.7,10708982,0.9
COD,Africa,Democratic Republic of Congo,3/11/21,,,,,,,89561404,0.48
DNK,Europe,Denmark,3/11/21,810015,577193,232822,13.98,9.96,4.02,5792203,0.94
DJI,Africa,Djibouti,3/11/21,,,,,,,988002,0.524
DMA,North America,Dominica,3/11/21,,,,,,,71991,0.742
DOM,North America,Dominican Republic,3/11/21,606006,606006,,5.59,5.59,,10847904,0.756
ECU,South America,Ecuador,3/11/21,95915,89687,6228,0.54,0.51,0.04,17643060,0.759
EGY,Africa,Egypt,3/11/21,,,,,,,102334403,0.707
SLV,North America,El Salvador,3/11/21,,,,,,,6486201,0.673
GNQ,Africa,Equatorial Guinea,3/11/21,,,,,,,1402985,0.592
ERI,Africa,Eritrea,3/11/21,,,,,,,3546427,0.459
EST,Europe,Estonia,3/11/21,161693,113898,47795,12.19,8.59,3.6,1326539,0.892
SWZ,Africa,Eswatini,3/11/21,,,,,,,1160164,0.611
ETH,Africa,Ethiopia,3/11/21,,,,,,,114963583,0.485
OWID_EUR,,Europe,3/11/21,,,,,,,748680069,
OWID_EUN,,European Union,3/11/21,47243443,32885569,14357874,10.62,7.39,3.23,444919060,
FRO,Europe,Faeroe Islands,3/11/21,,,,,,,48865,
FJI,Oceania,Fiji,3/11/21,,,,,,,896444,0.743
FIN,Europe,Finland,3/11/21,625039,539618,85421,11.28,9.74,1.54,5540718,0.938
FRA,Europe,France,3/11/21,6722229,4569849,2152380,9.91,6.74,3.17,65273512,0.901
GAB,Africa,Gabon,3/11/21,,,,,,,2225728,0.703
GMB,Africa,Gambia,3/11/21,,,,,,,2416664,0.496
GEO,Asia,Georgia,3/11/21,,,,,,,3989175,0.812
DEU,Europe,Germany,3/11/21,8607142,5923097,2684045,10.27,7.07,3.2,83783945,0.947
GHA,Africa,Ghana,3/11/21,,,,,,,31072945,0.611
GIB,Europe,Gibraltar,3/11/21,44894,28932,15962,133.25,85.87,47.38,33691,
GRC,Europe,Greece,3/11/21,1222393,831761,390632,11.73,7.98,3.75,10423056,0.888
GRD,North America,Grenada,3/11/21,,,,,,,112519,0.779
GTM,North America,Guatemala,3/11/21,19947,19947,,0.11,0.11,,17915567,0.663
GIN,Africa,Guinea,3/11/21,,,,,,,13132792,0.477
GNB,Africa,Guinea-Bissau,3/11/21,,,,,,,1967998,0.48
GUY,South America,Guyana,3/11/21,,,,,,,786559,0.682
HTI,North America,Haiti,3/11/21,,,,,,,11402533,0.51
HND,North America,Honduras,3/11/21,,,,,,,9904608,0.634
HKG,Asia,Hong Kong,3/11/21,145800,145800,,1.94,1.94,,7496988,0.949
HUN,Europe,Hungary,3/11/21,1581521,1229827,351694,16.37,12.73,3.64,9660350,0.854
ISL,Europe,Iceland,3/11/21,46052,33289,12763,13.5,9.76,3.74,341250,0.949
IND,Asia,India,3/11/21,26164920,21435841,4729079,1.9,1.55,0.34,1380004385,0.645
IDN,Asia,Indonesia,3/11/21,4991674,3696059,1295615,1.82,1.35,0.47,273523621,0.718
OWID_INT,,International,3/11/21,,,,,,,,
IRN,Asia,Iran,3/11/21,,,,,,,83992953,0.783
IRQ,Asia,Iraq,3/11/21,,,,,,,40222503,0.674
IRL,Europe,Ireland,3/11/21,,,,,,,4937796,0.955
IMN,Europe,Isle of Man,3/11/21,28431,19138,9293,33.44,22.51,10.93,85032,
ISR,Asia,Israel,3/11/21,9179305,5110829,4068476,106.05,59.05,47,8655541,0.919
ITA,Europe,Italy,3/11/21,6257547,4392006,1865541,10.35,7.26,3.09,60461828,0.892
JAM,North America,Jamaica,3/11/21,,,,,,,2961161,0.734
JPN,Asia,Japan,3/11/21,181184,180741,443,0.14,0.14,0,126476458,0.919
JOR,Asia,Jordan,3/11/21,,,,,,,10203140,0.729
KAZ,Asia,Kazakhstan,3/11/21,,,,,,,18776707,0.825
KEN,Africa,Kenya,3/11/21,,,,,,,53771300,0.601
OWID_KOS,Europe,Kosovo,3/11/21,,,,,,,1932774,
KWT,Asia,Kuwait,3/11/21,,,,,,,4270563,0.806
KGZ,Asia,Kyrgyzstan,3/11/21,,,,,,,6524191,0.697
LAO,Asia,Laos,3/11/21,,,,,,,7275556,0.613
LVA,Europe,Latvia,3/11/21,91462,73356,18106,4.85,3.89,0.96,1886202,0.866
LBN,Asia,Lebanon,3/11/21,91967,76883,15084,1.35,1.13,0.22,6825442,0.744
LSO,Africa,Lesotho,3/11/21,,,,,,,2142252,0.527
LBR,Africa,Liberia,3/11/21,,,,,,,5057677,0.48
LBY,Africa,Libya,3/11/21,,,,,,,6871287,0.724
LIE,Europe,Liechtenstein,3/11/21,,,,,,,38137,0.919
LTU,Europe,Lithuania,3/11/21,334108,242536,91572,12.27,8.91,3.36,2722291,0.882
LUX,Europe,Luxembourg,3/11/21,54865,39558,15307,8.76,6.32,2.45,625976,0.916
MAC,Asia,Macao,3/11/21,25394,25394,,3.91,3.91,,649342,
MDG,Africa,Madagascar,3/11/21,,,,,,,27691019,0.528
MWI,Africa,Malawi,3/11/21,,,,,,,19129955,0.483
MYS,Asia,Malaysia,3/11/21,249909,249909,,0.77,0.77,,32365998,0.81
MDV,Asia,Maldives,3/11/21,186930,,,34.58,,,540542,0.74
MLI,Africa,Mali,3/11/21,,,,,,,20250834,0.434
MLT,Europe,Malta,3/11/21,113258,76076,37182,25.65,17.23,8.42,441539,0.895
MHL,Oceania,Marshall Islands,3/11/21,,,,,,,59194,0.704
MRT,Africa,Mauritania,3/11/21,,,,,,,4649660,0.546
MUS,Africa,Mauritius,3/11/21,,,,,,,1271767,0.804
MEX,North America,Mexico,3/11/21,3800000,,,2.95,,,128932753,0.779
FSM,Oceania,Micronesia (country),3/11/21,,,,,,,115021,0.62
MDA,Europe,Moldova,3/11/21,8116,8116,,0.2,0.2,,4033963,0.75
MCO,Europe,Monaco,3/11/21,,,,,,,39244,
MNG,Asia,Mongolia,3/11/21,48265,,,1.47,,,3278292,0.737
MNE,Europe,Montenegro,3/11/21,,,,,,,628062,0.829
MAR,Africa,Morocco,3/11/21,5102685,4130606,972079,13.82,11.19,2.63,36910558,0.686
MOZ,Africa,Mozambique,3/11/21,,,,,,,31255435,0.456
MMR,Asia,Myanmar,3/11/21,,,,,,,54409794,0.583
NAM,Africa,Namibia,3/11/21,,,,,,,2540916,0.646
NPL,Asia,Nepal,3/11/21,,,,,,,29136808,0.602
NLD,Europe,Netherlands,3/11/21,,,,,,,17134873,0.944
NZL,Oceania,New Zealand,3/11/21,,,,,,,4822233,0.931
NIC,North America,Nicaragua,3/11/21,,,,,,,6624554,0.66
NER,Africa,Niger,3/11/21,,,,,,,24206636,0.394
NGA,Africa,Nigeria,3/11/21,,,,,,,206139587,0.539
OWID_NAM,,North America,3/11/21,,,,,,,592072204,
MKD,Europe,North Macedonia,3/11/21,,,,,,,2083380,0.774
NOR,Europe,Norway,3/11/21,690657,443696,246961,12.74,8.18,4.56,5421242,0.957
OWID_OCE,,Oceania,3/11/21,,,,,,,42677809,
OMN,Asia,Oman,3/11/21,,,,,,,5106622,0.813
PAK,Asia,Pakistan,3/11/21,,,,,,,220892331,0.557
PSE,Asia,Palestine,3/11/21,,,,,,,5101416,0.708
PAN,North America,Panama,3/11/21,233365,,,5.41,,,4314768,0.815
PNG,Oceania,Papua New Guinea,3/11/21,,,,,,,8947027,0.555
PRY,South America,Paraguay,3/11/21,4356,4356,,0.06,0.06,,7132530,0.728
PER,South America,Peru,3/11/21,455409,363395,92014,1.38,1.1,0.28,32971846,0.777
PHL,Asia,Philippines,3/11/21,,,,,,,109581085,0.718
POL,Europe,Poland,3/11/21,4391256,2835856,1555400,11.6,7.49,4.11,37846605,0.88
PRT,Europe,Portugal,3/11/21,1078763,772343,306420,10.58,7.57,3.01,10196707,0.864
QAT,Asia,Qatar,3/11/21,,,,,,,2881060,0.848
ROU,Europe,Romania,3/11/21,2019757,1335828,683929,10.5,6.94,3.56,19237682,0.828
RUS,Europe,Russia,3/11/21,7273933,5366009,1907924,4.98,3.68,1.31,145934460,0.824
RWA,Africa,Rwanda,3/11/21,240000,240000,,1.85,1.85,,12952209,0.543
KNA,North America,Saint Kitts and Nevis,3/11/21,,,,,,,53192,0.779
LCA,North America,Saint Lucia,3/11/21,,,,,,,183629,0.759
VCT,North America,Saint Vincent and the Grenadines,3/11/21,,,,,,,110947,0.738
WSM,Oceania,Samoa,3/11/21,,,,,,,198410,0.715
SMR,Europe,San Marino,3/11/21,4284,4284,,12.62,12.62,,33938,
STP,Africa,Sao Tome and Principe,3/11/21,,,,,,,219161,0.625
SAU,Asia,Saudi Arabia,3/11/21,1823819,,,5.24,,,34813867,0.854
SEN,Africa,Senegal,3/11/21,,,,,,,16743930,0.512
SRB,Europe,Serbia,3/11/21,1827340,1161194,666146,26.85,17.06,9.79,6804596,0.806
SYC,Africa,Seychelles,3/11/21,88106,61070,27036,89.59,62.1,27.49,98340,0.796
SLE,Africa,Sierra Leone,3/11/21,,,,,,,7976985,0.452
SGP,Asia,Singapore,3/11/21,,,,,,,5850343,0.938
SVK,Europe,Slovakia,3/11/21,596924,388584,208340,10.93,7.12,3.82,5459643,0.86
SVN,Europe,Slovenia,3/11/21,237649,160909,76740,11.43,7.74,3.69,2078932,0.917
SLB,Oceania,Solomon Islands,3/11/21,,,,,,,686878,0.567
SOM,Africa,Somalia,3/11/21,,,,,,,15893219,
ZAF,Africa,South Africa,3/11/21,138014,138014,138014,0.23,0.23,0.23,59308690,0.709
OWID_SAM,,South America,3/11/21,,,,,,,430759772,
KOR,Asia,South Korea,3/11/21,546277,546277,,1.07,1.07,,51269183,0.916
SSD,Africa,South Sudan,3/11/21,,,,,,,11193729,0.433
ESP,Europe,Spain,3/11/21,5352767,3769523,1583244,11.45,8.06,3.39,46754783,0.904
LKA,Asia,Sri Lanka,3/11/21,759548,,,3.55,,,21413250,0.782
SDN,Africa,Sudan,3/11/21,,,,,,,43849269,0.51
SUR,South America,Suriname,3/11/21,,,,,,,586634,0.738
SWE,Europe,Sweden,3/11/21,1049986,722519,327467,10.4,7.15,3.24,10099270,0.945
CHE,Europe,Switzerland,3/11/21,,,,,,,8654618,0.955
SYR,Asia,Syria,3/11/21,,,,,,,17500657,0.567
TWN,Asia,Taiwan,3/11/21,,,,,,,23816775,
TJK,Asia,Tajikistan,3/11/21,,,,,,,9537642,0.668
TZA,Africa,Tanzania,3/11/21,,,,,,,59734213,0.529
THA,Asia,Thailand,3/11/21,,,,,,,69799978,0.777
TLS,Asia,Timor,3/11/21,,,,,,,1318442,0.606
TGO,Africa,Togo,3/11/21,,,,,,,8278737,0.515
TTO,North America,Trinidad and Tobago,3/11/21,,,,,,,1399491,0.796
TUN,Africa,Tunisia,3/11/21,,,,,,,11818618,0.74
TUR,Asia,Turkey,3/11/21,10502494,7807838,2694656,12.45,9.26,3.2,84339067,0.82
UGA,Africa,Uganda,3/11/21,,,,,,,45741000,0.544
UKR,Europe,Ukraine,3/11/21,38237,38237,,0.09,0.09,,43733759,0.779
ARE,Asia,United Arab Emirates,3/11/21,6407350,,,64.78,,,9890400,0.89
GBR,Europe,United Kingdom,3/11/21,24759603,23314525,1445078,36.47,34.34,2.13,67886004,0.932
USA,North America,United States,3/11/21,98203893,64071674,33863127,29.36,19.16,10.13,331002647,0.926
URY,South America,Uruguay,3/11/21,170320,170320,,4.9,4.9,,3473727,0.817
UZB,Asia,Uzbekistan,3/11/21,,,,,,,33469199,0.72
VUT,Oceania,Vanuatu,3/11/21,,,,,,,307150,0.609
VAT,Europe,Vatican,3/11/21,,,,,,,809,
VEN,South America,Venezuela,3/11/21,,,,,,,28435943,0.711
VNM,Asia,Vietnam,3/11/21,,,,,,,97338583,0.704
OWID_WRL,,World,3/11/21,337024592,203952603,75474014,4.32,2.62,0.97,7794798729,0.737
YEM,Asia,Yemen,3/11/21,,,,,,,29825968,0.47
ZMB,Africa,Zambia,3/11/21,,,,,,,18383956,0.584
ZWE,Africa,Zimbabwe,3/11/21,36019,36019,,0.24,0.24,,14862927,0.571
AFG,Asia,Afghanistan,3/10/21,,,,,,,38928341,0.511
OWID_AFR,,Africa,3/10/21,,,,,,,1340598113,
ALB,Europe,Albania,3/10/21,21613,,,0.75,,,2877800,0.795
DZA,Africa,Algeria,3/10/21,,,,,,,43851043,0.748
AND,Europe,Andorra,3/10/21,4914,3650,1264,6.36,4.72,1.64,77265,0.868
AGO,Africa,Angola,3/10/21,,,,,,,32866268,0.581
ATG,North America,Antigua and Barbuda,3/10/21,,,,,,,97928,0.778
ARG,South America,Argentina,3/10/21,1774438,1424984,349454,3.93,3.15,0.77,45195777,0.845
ARM,Asia,Armenia,3/10/21,,,,,,,2963234,0.776
OWID_ASI,,Asia,3/10/21,,,,,,,4639847425,
AUS,Oceania,Australia,3/10/21,106200,106200,,0.42,0.42,,25499881,0.944
AUT,Europe,Austria,3/10/21,893180,635215,257965,9.92,7.05,2.86,9006400,0.922
AZE,Asia,Azerbaijan,3/10/21,428635,428635,,4.23,4.23,,10139175,0.756
BHS,North America,Bahamas,3/10/21,,,,,,,393248,0.814
BHR,Asia,Bahrain,3/10/21,517901,311829,206072,30.44,18.33,12.11,1701583,0.852
BGD,Asia,Bangladesh,3/10/21,,,,,,,164689383,0.632
BRB,North America,Barbados,3/10/21,50263,50263,,17.49,17.49,,287371,0.814
BLR,Europe,Belarus,3/10/21,,,,,,,9449321,0.823
BEL,Europe,Belgium,3/10/21,1071498,704819,366679,9.25,6.08,3.16,11589616,0.931
BLZ,North America,Belize,3/10/21,2489,2489,,0.63,0.63,,397621,0.716
BEN,Africa,Benin,3/10/21,,,,,,,12123198,0.545
BMU,North America,Bermuda,3/10/21,27727,17395,10332,44.52,27.93,16.59,62273,
BTN,Asia,Bhutan,3/10/21,,,,,,,771612,0.654
BOL,South America,Bolivia,3/10/21,126889,117011,9878,1.09,1,0.08,11673029,0.718
BIH,Europe,Bosnia and Herzegovina,3/10/21,,,,,,,3280815,0.78
BWA,Africa,Botswana,3/10/21,,,,,,,2351625,0.735
BRA,South America,Brazil,3/10/21,10362487,7851531,2510956,4.88,3.69,1.18,212559409,0.765
BRN,Asia,Brunei,3/10/21,,,,,,,437483,0.838
BGR,Europe,Bulgaria,3/10/21,309145,256410,52735,4.45,3.69,0.76,6948445,0.816
BFA,Africa,Burkina Faso,3/10/21,,,,,,,20903278,0.452
BDI,Africa,Burundi,3/10/21,,,,,,,11890781,0.433
KHM,Asia,Cambodia,3/10/21,109854,109854,,0.66,0.66,,16718971,0.594
CMR,Africa,Cameroon,3/10/21,,,,,,,26545864,0.563
CAN,North America,Canada,3/10/21,2621289,2037806,583483,6.95,5.4,1.55,37742157,0.929
CPV,Africa,Cape Verde,3/10/21,,,,,,,555988,0.665
CAF,Africa,Central African Republic,3/10/21,,,,,,,4829764,0.397
TCD,Africa,Chad,3/10/21,,,,,,,16425859,0.398
CHL,South America,Chile,3/10/21,5757608,4465587,1292021,30.12,23.36,6.76,19116209,0.851
CHN,Asia,China,3/10/21,,,,,,,1439323774,0.761
COL,South America,Colombia,3/10/21,480250,,,0.94,,,50882884,0.767
COM,Africa,Comoros,3/10/21,,,,,,,869595,0.554
COG,Africa,Congo,3/10/21,,,,,,,5518092,0.574
CRI,North America,Costa Rica,3/10/21,,,,,,,5094114,0.81
CIV,Africa,Cote d'Ivoire,3/10/21,8802,8802,,0.03,0.03,,26378275,0.538
HRV,Europe,Croatia,3/10/21,,,,,,,4105268,0.851
CUB,North America,Cuba,3/10/21,,,,,,,11326616,0.783
CYP,Europe,Cyprus,3/10/21,,,,,,,875899,0.887
CZE,Europe,Czechia,3/10/21,959826,677859,281967,8.96,6.33,2.63,10708982,0.9
COD,Africa,Democratic Republic of Congo,3/10/21,,,,,,,89561404,0.48
DNK,Europe,Denmark,3/10/21,797581,572683,224898,13.77,9.89,3.88,5792203,0.94
DJI,Africa,Djibouti,3/10/21,,,,,,,988002,0.524
DMA,North America,Dominica,3/10/21,,,,,,,71991,0.742
DOM,North America,Dominican Republic,3/10/21,547091,547091,,5.04,5.04,,10847904,0.756
ECU,South America,Ecuador,3/10/21,,,,,,,17643060,0.759
EGY,Africa,Egypt,3/10/21,,,,,,,102334403,0.707
SLV,North America,El Salvador,3/10/21,,,,,,,6486201,0.673
GNQ,Africa,Equatorial Guinea,3/10/21,,,,,,,1402985,0.592
ERI,Africa,Eritrea,3/10/21,,,,,,,3546427,0.459
EST,Europe,Estonia,3/10/21,155175,109865,45310,11.7,8.28,3.42,1326539,0.892
SWZ,Africa,Eswatini,3/10/21,,,,,,,1160164,0.611
ETH,Africa,Ethiopia,3/10/21,,,,,,,114963583,0.485
OWID_EUR,,Europe,3/10/21,,,,,,,748680069,
OWID_EUN,,European Union,3/10/21,45504060,31620435,13883625,10.23,7.11,3.12,444919060,
FRO,Europe,Faeroe Islands,3/10/21,,,,,,,48865,
FJI,Oceania,Fiji,3/10/21,,,,,,,896444,0.743
FIN,Europe,Finland,3/10/21,600476,515218,85258,10.84,9.3,1.54,5540718,0.938
FRA,Europe,France,3/10/21,6427037,4337343,2089694,9.47,6.39,3.08,65273512,0.901
GAB,Africa,Gabon,3/10/21,,,,,,,2225728,0.703
GMB,Africa,Gambia,3/10/21,,,,,,,2416664,0.496
GEO,Asia,Georgia,3/10/21,,,,,,,3989175,0.812
DEU,Europe,Germany,3/10/21,8337410,5712952,2624458,9.95,6.82,3.13,83783945,0.947
GHA,Africa,Ghana,3/10/21,300000,300000,,0.97,0.97,,31072945,0.611
GIB,Europe,Gibraltar,3/10/21,44894,28932,15962,133.25,85.87,47.38,33691,
GRC,Europe,Greece,3/10/21,1190723,807280,383443,11.42,7.75,3.68,10423056,0.888
GRD,North America,Grenada,3/10/21,,,,,,,112519,0.779
GTM,North America,Guatemala,3/10/21,,,,,,,17915567,0.663
GIN,Africa,Guinea,3/10/21,,,,,,,13132792,0.477
GNB,Africa,Guinea-Bissau,3/10/21,,,,,,,1967998,0.48
GUY,South America,Guyana,3/10/21,,,,,,,786559,0.682
HTI,North America,Haiti,3/10/21,,,,,,,11402533,0.51
HND,North America,Honduras,3/10/21,,,,,,,9904608,0.634
HKG,Asia,Hong Kong,3/10/21,130500,130500,,1.74,1.74,,7496988,0.949
HUN,Europe,Hungary,3/10/21,1476985,1149557,327428,15.29,11.9,3.39,9660350,0.854
ISL,Europe,Iceland,3/10/21,,,,,,,341250,0.949
IND,Asia,India,3/10/21,25685011,21034481,4650530,1.86,1.52,0.34,1380004385,0.645
IDN,Asia,Indonesia,3/10/21,4837576,3574698,1262878,1.77,1.31,0.46,273523621,0.718
OWID_INT,,International,3/10/21,,,,,,,,
IRN,Asia,Iran,3/10/21,,,,,,,83992953,0.783
IRQ,Asia,Iraq,3/10/21,,,,,,,40222503,0.674
IRL,Europe,Ireland,3/10/21,570391,409662,160729,11.55,8.3,3.26,4937796,0.955
IMN,Europe,Isle of Man,3/10/21,27326,18043,9283,32.14,21.22,10.92,85032,
ISR,Asia,Israel,3/10/21,9073019,5073185,3999834,104.82,58.61,46.21,8655541,0.919
ITA,Europe,Italy,3/10/21,6049568,4241016,1808552,10.01,7.01,2.99,60461828,0.892
JAM,North America,Jamaica,3/10/21,,,,,,,2961161,0.734
JPN,Asia,Japan,3/10/21,148950,148915,35,0.12,0.12,0,126476458,0.919
JOR,Asia,Jordan,3/10/21,,,,,,,10203140,0.729
KAZ,Asia,Kazakhstan,3/10/21,,,,,,,18776707,0.825
KEN,Africa,Kenya,3/10/21,4000,4000,,0.01,0.01,,53771300,0.601
OWID_KOS,Europe,Kosovo,3/10/21,,,,,,,1932774,
KWT,Asia,Kuwait,3/10/21,,,,,,,4270563,0.806
KGZ,Asia,Kyrgyzstan,3/10/21,,,,,,,6524191,0.697
LAO,Asia,Laos,3/10/21,,,,,,,7275556,0.613
LVA,Europe,Latvia,3/10/21,88867,70771,18096,4.71,3.75,0.96,1886202,0.866
LBN,Asia,Lebanon,3/10/21,87216,75341,11875,1.28,1.1,0.17,6825442,0.744
LSO,Africa,Lesotho,3/10/21,,,,,,,2142252,0.527
LBR,Africa,Liberia,3/10/21,,,,,,,5057677,0.48
LBY,Africa,Libya,3/10/21,,,,,,,6871287,0.724
LIE,Europe,Liechtenstein,3/10/21,,,,,,,38137,0.919
LTU,Europe,Lithuania,3/10/21,332974,242076,90898,12.23,8.89,3.34,2722291,0.882
LUX,Europe,Luxembourg,3/10/21,51457,36693,14764,8.22,5.86,2.36,625976,0.916
MAC,Asia,Macao,3/10/21,24040,24040,,3.7,3.7,,649342,
MDG,Africa,Madagascar,3/10/21,,,,,,,27691019,0.528
MWI,Africa,Malawi,3/10/21,,,,,,,19129955,0.483
MYS,Asia,Malaysia,3/10/21,223923,223923,,0.69,0.69,,32365998,0.81
MDV,Asia,Maldives,3/10/21,175456,,,32.46,,,540542,0.74
MLI,Africa,Mali,3/10/21,,,,,,,20250834,0.434
MLT,Europe,Malta,3/10/21,108971,72725,36246,24.68,16.47,8.21,441539,0.895
MHL,Oceania,Marshall Islands,3/10/21,,,,,,,59194,0.704
MRT,Africa,Mauritania,3/10/21,,,,,,,4649660,0.546
MUS,Africa,Mauritius,3/10/21,,,,,,,1271767,0.804
MEX,North America,Mexico,3/10/21,3488000,2882000,606000,2.71,2.24,0.47,128932753,0.779
FSM,Oceania,Micronesia (country),3/10/21,,,,,,,115021,0.62
MDA,Europe,Moldova,3/10/21,6447,6447,,0.16,0.16,,4033963,0.75
MCO,Europe,Monaco,3/10/21,,,,,,,39244,
MNG,Asia,Mongolia,3/10/21,30446,,,0.93,,,3278292,0.737
MNE,Europe,Montenegro,3/10/21,,,,,,,628062,0.829
MAR,Africa,Morocco,3/10/21,4934283,4080009,854274,13.37,11.05,2.31,36910558,0.686
MOZ,Africa,Mozambique,3/10/21,,,,,,,31255435,0.456
