iso_code,continent,location,date,TV,PV,FV,TVPH,PVPH,FVPH,population,HDI
IRN,Asia,Iran,5/29/20,,,,,,,83992953,0.783
IRQ,Asia,Iraq,5/29/20,,,,,,,40222503,0.674
IRL,Europe,Ireland,5/29/20,,,,,,,4937796,0.955
ISR,Asia,Israel,5/29/20,,,,,,,8655541,0.919
ITA,Europe,Italy,5/29/20,,,,,,,60461828,0.892
JAM,North America,Jamaica,5/29/20,,,,,,,2961161,0.734
JPN,Asia,Japan,5/29/20,,,,,,,126476458,0.919
JOR,Asia,Jordan,5/29/20,,,,,,,10203140,0.729
KAZ,Asia,Kazakhstan,5/29/20,,,,,,,18776707,0.825
KEN,Africa,Kenya,5/29/20,,,,,,,53771300,0.601
OWID_KOS,Europe,Kosovo,5/29/20,,,,,,,1932774,
KWT,Asia,Kuwait,5/29/20,,,,,,,4270563,0.806
KGZ,Asia,Kyrgyzstan,5/29/20,,,,,,,6524191,0.697
LAO,Asia,Laos,5/29/20,,,,,,,7275556,0.613
LVA,Europe,Latvia,5/29/20,,,,,,,1886202,0.866
LBN,Asia,Lebanon,5/29/20,,,,,,,6825442,0.744
LSO,Africa,Lesotho,5/29/20,,,,,,,2142252,0.527
LBR,Africa,Liberia,5/29/20,,,,,,,5057677,0.48
LBY,Africa,Libya,5/29/20,,,,,,,6871287,0.724
LIE,Europe,Liechtenstein,5/29/20,,,,,,,38137,0.919
LTU,Europe,Lithuania,5/29/20,,,,,,,2722291,0.882
LUX,Europe,Luxembourg,5/29/20,,,,,,,625976,0.916
MDG,Africa,Madagascar,5/29/20,,,,,,,27691019,0.528
MWI,Africa,Malawi,5/29/20,,,,,,,19129955,0.483
MYS,Asia,Malaysia,5/29/20,,,,,,,32365998,0.81
MDV,Asia,Maldives,5/29/20,,,,,,,540542,0.74
MLI,Africa,Mali,5/29/20,,,,,,,20250834,0.434
MLT,Europe,Malta,5/29/20,,,,,,,441539,0.895
MRT,Africa,Mauritania,5/29/20,,,,,,,4649660,0.546
MUS,Africa,Mauritius,5/29/20,,,,,,,1271767,0.804
MEX,North America,Mexico,5/29/20,,,,,,,128932753,0.779
MDA,Europe,Moldova,5/29/20,,,,,,,4033963,0.75
MCO,Europe,Monaco,5/29/20,,,,,,,39244,
MNG,Asia,Mongolia,5/29/20,,,,,,,3278292,0.737
MNE,Europe,Montenegro,5/29/20,,,,,,,628062,0.829
MAR,Africa,Morocco,5/29/20,,,,,,,36910558,0.686
MOZ,Africa,Mozambique,5/29/20,,,,,,,31255435,0.456
MMR,Asia,Myanmar,5/29/20,,,,,,,54409794,0.583
NAM,Africa,Namibia,5/29/20,,,,,,,2540916,0.646
NPL,Asia,Nepal,5/29/20,,,,,,,29136808,0.602
NLD,Europe,Netherlands,5/29/20,,,,,,,17134873,0.944
NZL,Oceania,New Zealand,5/29/20,,,,,,,4822233,0.931
NIC,North America,Nicaragua,5/29/20,,,,,,,6624554,0.66
NER,Africa,Niger,5/29/20,,,,,,,24206636,0.394
NGA,Africa,Nigeria,5/29/20,,,,,,,206139587,0.539
OWID_NAM,,North America,5/29/20,,,,,,,592072204,
MKD,Europe,North Macedonia,5/29/20,,,,,,,2083380,0.774
NOR,Europe,Norway,5/29/20,,,,,,,5421242,0.957
OWID_OCE,,Oceania,5/29/20,,,,,,,42677809,
OMN,Asia,Oman,5/29/20,,,,,,,5106622,0.813
PAK,Asia,Pakistan,5/29/20,,,,,,,220892331,0.557
PSE,Asia,Palestine,5/29/20,,,,,,,5101416,0.708
PAN,North America,Panama,5/29/20,,,,,,,4314768,0.815
PNG,Oceania,Papua New Guinea,5/29/20,,,,,,,8947027,0.555
PRY,South America,Paraguay,5/29/20,,,,,,,7132530,0.728
PER,South America,Peru,5/29/20,,,,,,,32971846,0.777
PHL,Asia,Philippines,5/29/20,,,,,,,109581085,0.718
POL,Europe,Poland,5/29/20,,,,,,,37846605,0.88
PRT,Europe,Portugal,5/29/20,,,,,,,10196707,0.864
QAT,Asia,Qatar,5/29/20,,,,,,,2881060,0.848
ROU,Europe,Romania,5/29/20,,,,,,,19237682,0.828
RUS,Europe,Russia,5/29/20,,,,,,,145934460,0.824
RWA,Africa,Rwanda,5/29/20,,,,,,,12952209,0.543
KNA,North America,Saint Kitts and Nevis,5/29/20,,,,,,,53192,0.779
LCA,North America,Saint Lucia,5/29/20,,,,,,,183629,0.759
VCT,North America,Saint Vincent and the Grenadines,5/29/20,,,,,,,110947,0.738
SMR,Europe,San Marino,5/29/20,,,,,,,33938,
STP,Africa,Sao Tome and Principe,5/29/20,,,,,,,219161,0.625
SAU,Asia,Saudi Arabia,5/29/20,,,,,,,34813867,0.854
SEN,Africa,Senegal,5/29/20,,,,,,,16743930,0.512
SRB,Europe,Serbia,5/29/20,,,,,,,6804596,0.806
SYC,Africa,Seychelles,5/29/20,,,,,,,98340,0.796
SLE,Africa,Sierra Leone,5/29/20,,,,,,,7976985,0.452
SGP,Asia,Singapore,5/29/20,,,,,,,5850343,0.938
SVK,Europe,Slovakia,5/29/20,,,,,,,5459643,0.86
SVN,Europe,Slovenia,5/29/20,,,,,,,2078932,0.917
SOM,Africa,Somalia,5/29/20,,,,,,,15893219,
ZAF,Africa,South Africa,5/29/20,,,,,,,59308690,0.709
OWID_SAM,,South America,5/29/20,,,,,,,430759772,
KOR,Asia,South Korea,5/29/20,,,,,,,51269183,0.916
SSD,Africa,South Sudan,5/29/20,,,,,,,11193729,0.433
ESP,Europe,Spain,5/29/20,,,,,,,46754783,0.904
LKA,Asia,Sri Lanka,5/29/20,,,,,,,21413250,0.782
SDN,Africa,Sudan,5/29/20,,,,,,,43849269,0.51
SUR,South America,Suriname,5/29/20,,,,,,,586634,0.738
SWE,Europe,Sweden,5/29/20,,,,,,,10099270,0.945
CHE,Europe,Switzerland,5/29/20,,,,,,,8654618,0.955
SYR,Asia,Syria,5/29/20,,,,,,,17500657,0.567
TWN,Asia,Taiwan,5/29/20,,,,,,,23816775,
TJK,Asia,Tajikistan,5/29/20,,,,,,,9537642,0.668
TZA,Africa,Tanzania,5/29/20,,,,,,,59734213,0.529
THA,Asia,Thailand,5/29/20,,,,,,,69799978,0.777
TLS,Asia,Timor,5/29/20,,,,,,,1318442,0.606
TGO,Africa,Togo,5/29/20,,,,,,,8278737,0.515
TTO,North America,Trinidad and Tobago,5/29/20,,,,,,,1399491,0.796
TUN,Africa,Tunisia,5/29/20,,,,,,,11818618,0.74
TUR,Asia,Turkey,5/29/20,,,,,,,84339067,0.82
UGA,Africa,Uganda,5/29/20,,,,,,,45741000,0.544
UKR,Europe,Ukraine,5/29/20,,,,,,,43733759,0.779
ARE,Asia,United Arab Emirates,5/29/20,,,,,,,9890400,0.89
GBR,Europe,United Kingdom,5/29/20,,,,,,,67886004,0.932
USA,North America,United States,5/29/20,,,,,,,331002647,0.926
URY,South America,Uruguay,5/29/20,,,,,,,3473727,0.817
UZB,Asia,Uzbekistan,5/29/20,,,,,,,33469199,0.72
VAT,Europe,Vatican,5/29/20,,,,,,,809,
VEN,South America,Venezuela,5/29/20,,,,,,,28435943,0.711
VNM,Asia,Vietnam,5/29/20,,,,,,,97338583,0.704
OWID_WRL,,World,5/29/20,,,,,,,7794798729,0.737
YEM,Asia,Yemen,5/29/20,,,,,,,29825968,0.47
ZMB,Africa,Zambia,5/29/20,,,,,,,18383956,0.584
ZWE,Africa,Zimbabwe,5/29/20,,,,,,,14862927,0.571
AFG,Asia,Afghanistan,5/28/20,,,,,,,38928341,0.511
OWID_AFR,,Africa,5/28/20,,,,,,,1340598113,
ALB,Europe,Albania,5/28/20,,,,,,,2877800,0.795
DZA,Africa,Algeria,5/28/20,,,,,,,43851043,0.748
AND,Europe,Andorra,5/28/20,,,,,,,77265,0.868
AGO,Africa,Angola,5/28/20,,,,,,,32866268,0.581
ATG,North America,Antigua and Barbuda,5/28/20,,,,,,,97928,0.778
ARG,South America,Argentina,5/28/20,,,,,,,45195777,0.845
ARM,Asia,Armenia,5/28/20,,,,,,,2963234,0.776
OWID_ASI,,Asia,5/28/20,,,,,,,4639847425,
AUS,Oceania,Australia,5/28/20,,,,,,,25499881,0.944
AUT,Europe,Austria,5/28/20,,,,,,,9006400,0.922
AZE,Asia,Azerbaijan,5/28/20,,,,,,,10139175,0.756
BHS,North America,Bahamas,5/28/20,,,,,,,393248,0.814
BHR,Asia,Bahrain,5/28/20,,,,,,,1701583,0.852
BGD,Asia,Bangladesh,5/28/20,,,,,,,164689383,0.632
BRB,North America,Barbados,5/28/20,,,,,,,287371,0.814
BLR,Europe,Belarus,5/28/20,,,,,,,9449321,0.823
BEL,Europe,Belgium,5/28/20,,,,,,,11589616,0.931
BLZ,North America,Belize,5/28/20,,,,,,,397621,0.716
BEN,Africa,Benin,5/28/20,,,,,,,12123198,0.545
BTN,Asia,Bhutan,5/28/20,,,,,,,771612,0.654
BOL,South America,Bolivia,5/28/20,,,,,,,11673029,0.718
BIH,Europe,Bosnia and Herzegovina,5/28/20,,,,,,,3280815,0.78
BWA,Africa,Botswana,5/28/20,,,,,,,2351625,0.735
BRA,South America,Brazil,5/28/20,,,,,,,212559409,0.765
BRN,Asia,Brunei,5/28/20,,,,,,,437483,0.838
BGR,Europe,Bulgaria,5/28/20,,,,,,,6948445,0.816
BFA,Africa,Burkina Faso,5/28/20,,,,,,,20903278,0.452
BDI,Africa,Burundi,5/28/20,,,,,,,11890781,0.433
KHM,Asia,Cambodia,5/28/20,,,,,,,16718971,0.594
CMR,Africa,Cameroon,5/28/20,,,,,,,26545864,0.563
CAN,North America,Canada,5/28/20,,,,,,,37742157,0.929
CPV,Africa,Cape Verde,5/28/20,,,,,,,555988,0.665
CAF,Africa,Central African Republic,5/28/20,,,,,,,4829764,0.397
TCD,Africa,Chad,5/28/20,,,,,,,16425859,0.398
CHL,South America,Chile,5/28/20,,,,,,,19116209,0.851
CHN,Asia,China,5/28/20,,,,,,,1439323774,0.761
COL,South America,Colombia,5/28/20,,,,,,,50882884,0.767
COM,Africa,Comoros,5/28/20,,,,,,,869595,0.554
COG,Africa,Congo,5/28/20,,,,,,,5518092,0.574
CRI,North America,Costa Rica,5/28/20,,,,,,,5094114,0.81
CIV,Africa,Cote d'Ivoire,5/28/20,,,,,,,26378275,0.538
HRV,Europe,Croatia,5/28/20,,,,,,,4105268,0.851
CUB,North America,Cuba,5/28/20,,,,,,,11326616,0.783
CYP,Europe,Cyprus,5/28/20,,,,,,,875899,0.887
CZE,Europe,Czechia,5/28/20,,,,,,,10708982,0.9
COD,Africa,Democratic Republic of Congo,5/28/20,,,,,,,89561404,0.48
DNK,Europe,Denmark,5/28/20,,,,,,,5792203,0.94
DJI,Africa,Djibouti,5/28/20,,,,,,,988002,0.524
DMA,North America,Dominica,5/28/20,,,,,,,71991,0.742
DOM,North America,Dominican Republic,5/28/20,,,,,,,10847904,0.756
ECU,South America,Ecuador,5/28/20,,,,,,,17643060,0.759
EGY,Africa,Egypt,5/28/20,,,,,,,102334403,0.707
SLV,North America,El Salvador,5/28/20,,,,,,,6486201,0.673
GNQ,Africa,Equatorial Guinea,5/28/20,,,,,,,1402985,0.592
ERI,Africa,Eritrea,5/28/20,,,,,,,3546427,0.459
EST,Europe,Estonia,5/28/20,,,,,,,1326539,0.892
SWZ,Africa,Eswatini,5/28/20,,,,,,,1160164,0.611
ETH,Africa,Ethiopia,5/28/20,,,,,,,114963583,0.485
OWID_EUR,,Europe,5/28/20,,,,,,,748680069,
OWID_EUN,,European Union,5/28/20,,,,,,,444919060,
FJI,Oceania,Fiji,5/28/20,,,,,,,896444,0.743
FIN,Europe,Finland,5/28/20,,,,,,,5540718,0.938
FRA,Europe,France,5/28/20,,,,,,,65273512,0.901
GAB,Africa,Gabon,5/28/20,,,,,,,2225728,0.703
GMB,Africa,Gambia,5/28/20,,,,,,,2416664,0.496
GEO,Asia,Georgia,5/28/20,,,,,,,3989175,0.812
DEU,Europe,Germany,5/28/20,,,,,,,83783945,0.947
GHA,Africa,Ghana,5/28/20,,,,,,,31072945,0.611
GRC,Europe,Greece,5/28/20,,,,,,,10423056,0.888
GRD,North America,Grenada,5/28/20,,,,,,,112519,0.779
GTM,North America,Guatemala,5/28/20,,,,,,,17915567,0.663
GIN,Africa,Guinea,5/28/20,,,,,,,13132792,0.477
GNB,Africa,Guinea-Bissau,5/28/20,,,,,,,1967998,0.48
GUY,South America,Guyana,5/28/20,,,,,,,786559,0.682
HTI,North America,Haiti,5/28/20,,,,,,,11402533,0.51
HND,North America,Honduras,5/28/20,,,,,,,9904608,0.634
HUN,Europe,Hungary,5/28/20,,,,,,,9660350,0.854
ISL,Europe,Iceland,5/28/20,,,,,,,341250,0.949
IND,Asia,India,5/28/20,,,,,,,1380004385,0.645
IDN,Asia,Indonesia,5/28/20,,,,,,,273523621,0.718
OWID_INT,,International,5/28/20,,,,,,,,
IRN,Asia,Iran,5/28/20,,,,,,,83992953,0.783
IRQ,Asia,Iraq,5/28/20,,,,,,,40222503,0.674
IRL,Europe,Ireland,5/28/20,,,,,,,4937796,0.955
ISR,Asia,Israel,5/28/20,,,,,,,8655541,0.919
ITA,Europe,Italy,5/28/20,,,,,,,60461828,0.892
JAM,North America,Jamaica,5/28/20,,,,,,,2961161,0.734
JPN,Asia,Japan,5/28/20,,,,,,,126476458,0.919
JOR,Asia,Jordan,5/28/20,,,,,,,10203140,0.729
KAZ,Asia,Kazakhstan,5/28/20,,,,,,,18776707,0.825
KEN,Africa,Kenya,5/28/20,,,,,,,53771300,0.601
OWID_KOS,Europe,Kosovo,5/28/20,,,,,,,1932774,
KWT,Asia,Kuwait,5/28/20,,,,,,,4270563,0.806
KGZ,Asia,Kyrgyzstan,5/28/20,,,,,,,6524191,0.697
LAO,Asia,Laos,5/28/20,,,,,,,7275556,0.613
LVA,Europe,Latvia,5/28/20,,,,,,,1886202,0.866
LBN,Asia,Lebanon,5/28/20,,,,,,,6825442,0.744
LSO,Africa,Lesotho,5/28/20,,,,,,,2142252,0.527
LBR,Africa,Liberia,5/28/20,,,,,,,5057677,0.48
LBY,Africa,Libya,5/28/20,,,,,,,6871287,0.724
LIE,Europe,Liechtenstein,5/28/20,,,,,,,38137,0.919
LTU,Europe,Lithuania,5/28/20,,,,,,,2722291,0.882
LUX,Europe,Luxembourg,5/28/20,,,,,,,625976,0.916
MDG,Africa,Madagascar,5/28/20,,,,,,,27691019,0.528
MWI,Africa,Malawi,5/28/20,,,,,,,19129955,0.483
MYS,Asia,Malaysia,5/28/20,,,,,,,32365998,0.81
MDV,Asia,Maldives,5/28/20,,,,,,,540542,0.74
MLI,Africa,Mali,5/28/20,,,,,,,20250834,0.434
MLT,Europe,Malta,5/28/20,,,,,,,441539,0.895
MRT,Africa,Mauritania,5/28/20,,,,,,,4649660,0.546
MUS,Africa,Mauritius,5/28/20,,,,,,,1271767,0.804
MEX,North America,Mexico,5/28/20,,,,,,,128932753,0.779
MDA,Europe,Moldova,5/28/20,,,,,,,4033963,0.75
MCO,Europe,Monaco,5/28/20,,,,,,,39244,
MNG,Asia,Mongolia,5/28/20,,,,,,,3278292,0.737
MNE,Europe,Montenegro,5/28/20,,,,,,,628062,0.829
MAR,Africa,Morocco,5/28/20,,,,,,,36910558,0.686
MOZ,Africa,Mozambique,5/28/20,,,,,,,31255435,0.456
MMR,Asia,Myanmar,5/28/20,,,,,,,54409794,0.583
NAM,Africa,Namibia,5/28/20,,,,,,,2540916,0.646
NPL,Asia,Nepal,5/28/20,,,,,,,29136808,0.602
NLD,Europe,Netherlands,5/28/20,,,,,,,17134873,0.944
NZL,Oceania,New Zealand,5/28/20,,,,,,,4822233,0.931
NIC,North America,Nicaragua,5/28/20,,,,,,,6624554,0.66
NER,Africa,Niger,5/28/20,,,,,,,24206636,0.394
NGA,Africa,Nigeria,5/28/20,,,,,,,206139587,0.539
OWID_NAM,,North America,5/28/20,,,,,,,592072204,
MKD,Europe,North Macedonia,5/28/20,,,,,,,2083380,0.774
NOR,Europe,Norway,5/28/20,,,,,,,5421242,0.957
OWID_OCE,,Oceania,5/28/20,,,,,,,42677809,
OMN,Asia,Oman,5/28/20,,,,,,,5106622,0.813
PAK,Asia,Pakistan,5/28/20,,,,,,,220892331,0.557
PSE,Asia,Palestine,5/28/20,,,,,,,5101416,0.708
PAN,North America,Panama,5/28/20,,,,,,,4314768,0.815
PNG,Oceania,Papua New Guinea,5/28/20,,,,,,,8947027,0.555
PRY,South America,Paraguay,5/28/20,,,,,,,7132530,0.728
PER,South America,Peru,5/28/20,,,,,,,32971846,0.777
PHL,Asia,Philippines,5/28/20,,,,,,,109581085,0.718
POL,Europe,Poland,5/28/20,,,,,,,37846605,0.88
PRT,Europe,Portugal,5/28/20,,,,,,,10196707,0.864
QAT,Asia,Qatar,5/28/20,,,,,,,2881060,0.848
ROU,Europe,Romania,5/28/20,,,,,,,19237682,0.828
RUS,Europe,Russia,5/28/20,,,,,,,145934460,0.824
RWA,Africa,Rwanda,5/28/20,,,,,,,12952209,0.543
KNA,North America,Saint Kitts and Nevis,5/28/20,,,,,,,53192,0.779
LCA,North America,Saint Lucia,5/28/20,,,,,,,183629,0.759
VCT,North America,Saint Vincent and the Grenadines,5/28/20,,,,,,,110947,0.738
SMR,Europe,San Marino,5/28/20,,,,,,,33938,
STP,Africa,Sao Tome and Principe,5/28/20,,,,,,,219161,0.625
SAU,Asia,Saudi Arabia,5/28/20,,,,,,,34813867,0.854
SEN,Africa,Senegal,5/28/20,,,,,,,16743930,0.512
SRB,Europe,Serbia,5/28/20,,,,,,,6804596,0.806
SYC,Africa,Seychelles,5/28/20,,,,,,,98340,0.796
SLE,Africa,Sierra Leone,5/28/20,,,,,,,7976985,0.452
SGP,Asia,Singapore,5/28/20,,,,,,,5850343,0.938
SVK,Europe,Slovakia,5/28/20,,,,,,,5459643,0.86
SVN,Europe,Slovenia,5/28/20,,,,,,,2078932,0.917
SOM,Africa,Somalia,5/28/20,,,,,,,15893219,
ZAF,Africa,South Africa,5/28/20,,,,,,,59308690,0.709
OWID_SAM,,South America,5/28/20,,,,,,,430759772,
KOR,Asia,South Korea,5/28/20,,,,,,,51269183,0.916
SSD,Africa,South Sudan,5/28/20,,,,,,,11193729,0.433
ESP,Europe,Spain,5/28/20,,,,,,,46754783,0.904
LKA,Asia,Sri Lanka,5/28/20,,,,,,,21413250,0.782
SDN,Africa,Sudan,5/28/20,,,,,,,43849269,0.51
SUR,South America,Suriname,5/28/20,,,,,,,586634,0.738
SWE,Europe,Sweden,5/28/20,,,,,,,10099270,0.945
CHE,Europe,Switzerland,5/28/20,,,,,,,8654618,0.955
SYR,Asia,Syria,5/28/20,,,,,,,17500657,0.567
TWN,Asia,Taiwan,5/28/20,,,,,,,23816775,
TJK,Asia,Tajikistan,5/28/20,,,,,,,9537642,0.668
TZA,Africa,Tanzania,5/28/20,,,,,,,59734213,0.529
THA,Asia,Thailand,5/28/20,,,,,,,69799978,0.777
TLS,Asia,Timor,5/28/20,,,,,,,1318442,0.606
TGO,Africa,Togo,5/28/20,,,,,,,8278737,0.515
TTO,North America,Trinidad and Tobago,5/28/20,,,,,,,1399491,0.796
TUN,Africa,Tunisia,5/28/20,,,,,,,11818618,0.74
TUR,Asia,Turkey,5/28/20,,,,,,,84339067,0.82
UGA,Africa,Uganda,5/28/20,,,,,,,45741000,0.544
UKR,Europe,Ukraine,5/28/20,,,,,,,43733759,0.779
ARE,Asia,United Arab Emirates,5/28/20,,,,,,,9890400,0.89
GBR,Europe,United Kingdom,5/28/20,,,,,,,67886004,0.932
USA,North America,United States,5/28/20,,,,,,,331002647,0.926
URY,South America,Uruguay,5/28/20,,,,,,,3473727,0.817
UZB,Asia,Uzbekistan,5/28/20,,,,,,,33469199,0.72
VAT,Europe,Vatican,5/28/20,,,,,,,809,
VEN,South America,Venezuela,5/28/20,,,,,,,28435943,0.711
VNM,Asia,Vietnam,5/28/20,,,,,,,97338583,0.704
OWID_WRL,,World,5/28/20,,,,,,,7794798729,0.737
YEM,Asia,Yemen,5/28/20,,,,,,,29825968,0.47
ZMB,Africa,Zambia,5/28/20,,,,,,,18383956,0.584
ZWE,Africa,Zimbabwe,5/28/20,,,,,,,14862927,0.571
AFG,Asia,Afghanistan,5/27/20,,,,,,,38928341,0.511
OWID_AFR,,Africa,5/27/20,,,,,,,1340598113,
ALB,Europe,Albania,5/27/20,,,,,,,2877800,0.795
DZA,Africa,Algeria,5/27/20,,,,,,,43851043,0.748
AND,Europe,Andorra,5/27/20,,,,,,,77265,0.868
AGO,Africa,Angola,5/27/20,,,,,,,32866268,0.581
ATG,North America,Antigua and Barbuda,5/27/20,,,,,,,97928,0.778
ARG,South America,Argentina,5/27/20,,,,,,,45195777,0.845
ARM,Asia,Armenia,5/27/20,,,,,,,2963234,0.776
OWID_ASI,,Asia,5/27/20,,,,,,,4639847425,
AUS,Oceania,Australia,5/27/20,,,,,,,25499881,0.944
AUT,Europe,Austria,5/27/20,,,,,,,9006400,0.922
AZE,Asia,Azerbaijan,5/27/20,,,,,,,10139175,0.756
BHS,North America,Bahamas,5/27/20,,,,,,,393248,0.814
BHR,Asia,Bahrain,5/27/20,,,,,,,1701583,0.852
BGD,Asia,Bangladesh,5/27/20,,,,,,,164689383,0.632
BRB,North America,Barbados,5/27/20,,,,,,,287371,0.814
BLR,Europe,Belarus,5/27/20,,,,,,,9449321,0.823
BEL,Europe,Belgium,5/27/20,,,,,,,11589616,0.931
BLZ,North America,Belize,5/27/20,,,,,,,397621,0.716
BEN,Africa,Benin,5/27/20,,,,,,,12123198,0.545
BTN,Asia,Bhutan,5/27/20,,,,,,,771612,0.654
BOL,South America,Bolivia,5/27/20,,,,,,,11673029,0.718
BIH,Europe,Bosnia and Herzegovina,5/27/20,,,,,,,3280815,0.78
BWA,Africa,Botswana,5/27/20,,,,,,,2351625,0.735
BRA,South America,Brazil,5/27/20,,,,,,,212559409,0.765
BRN,Asia,Brunei,5/27/20,,,,,,,437483,0.838
BGR,Europe,Bulgaria,5/27/20,,,,,,,6948445,0.816
BFA,Africa,Burkina Faso,5/27/20,,,,,,,20903278,0.452
BDI,Africa,Burundi,5/27/20,,,,,,,11890781,0.433
KHM,Asia,Cambodia,5/27/20,,,,,,,16718971,0.594
CMR,Africa,Cameroon,5/27/20,,,,,,,26545864,0.563
CAN,North America,Canada,5/27/20,,,,,,,37742157,0.929
CPV,Africa,Cape Verde,5/27/20,,,,,,,555988,0.665
CAF,Africa,Central African Republic,5/27/20,,,,,,,4829764,0.397
TCD,Africa,Chad,5/27/20,,,,,,,16425859,0.398
CHL,South America,Chile,5/27/20,,,,,,,19116209,0.851
CHN,Asia,China,5/27/20,,,,,,,1439323774,0.761
COL,South America,Colombia,5/27/20,,,,,,,50882884,0.767
COM,Africa,Comoros,5/27/20,,,,,,,869595,0.554
COG,Africa,Congo,5/27/20,,,,,,,5518092,0.574
CRI,North America,Costa Rica,5/27/20,,,,,,,5094114,0.81
CIV,Africa,Cote d'Ivoire,5/27/20,,,,,,,26378275,0.538
HRV,Europe,Croatia,5/27/20,,,,,,,4105268,0.851
CUB,North America,Cuba,5/27/20,,,,,,,11326616,0.783
CYP,Europe,Cyprus,5/27/20,,,,,,,875899,0.887
CZE,Europe,Czechia,5/27/20,,,,,,,10708982,0.9
COD,Africa,Democratic Republic of Congo,5/27/20,,,,,,,89561404,0.48
DNK,Europe,Denmark,5/27/20,,,,,,,5792203,0.94
DJI,Africa,Djibouti,5/27/20,,,,,,,988002,0.524
DMA,North America,Dominica,5/27/20,,,,,,,71991,0.742
DOM,North America,Dominican Republic,5/27/20,,,,,,,10847904,0.756
ECU,South America,Ecuador,5/27/20,,,,,,,17643060,0.759
EGY,Africa,Egypt,5/27/20,,,,,,,102334403,0.707
SLV,North America,El Salvador,5/27/20,,,,,,,6486201,0.673
GNQ,Africa,Equatorial Guinea,5/27/20,,,,,,,1402985,0.592
ERI,Africa,Eritrea,5/27/20,,,,,,,3546427,0.459
EST,Europe,Estonia,5/27/20,,,,,,,1326539,0.892
SWZ,Africa,Eswatini,5/27/20,,,,,,,1160164,0.611
ETH,Africa,Ethiopia,5/27/20,,,,,,,114963583,0.485
OWID_EUR,,Europe,5/27/20,,,,,,,748680069,
OWID_EUN,,European Union,5/27/20,,,,,,,444919060,
FJI,Oceania,Fiji,5/27/20,,,,,,,896444,0.743
FIN,Europe,Finland,5/27/20,,,,,,,5540718,0.938
FRA,Europe,France,5/27/20,,,,,,,65273512,0.901
GAB,Africa,Gabon,5/27/20,,,,,,,2225728,0.703
GMB,Africa,Gambia,5/27/20,,,,,,,2416664,0.496
GEO,Asia,Georgia,5/27/20,,,,,,,3989175,0.812
DEU,Europe,Germany,5/27/20,,,,,,,83783945,0.947
GHA,Africa,Ghana,5/27/20,,,,,,,31072945,0.611
GRC,Europe,Greece,5/27/20,,,,,,,10423056,0.888
GRD,North America,Grenada,5/27/20,,,,,,,112519,0.779
GTM,North America,Guatemala,5/27/20,,,,,,,17915567,0.663
GIN,Africa,Guinea,5/27/20,,,,,,,13132792,0.477
GNB,Africa,Guinea-Bissau,5/27/20,,,,,,,1967998,0.48
GUY,South America,Guyana,5/27/20,,,,,,,786559,0.682
HTI,North America,Haiti,5/27/20,,,,,,,11402533,0.51
HND,North America,Honduras,5/27/20,,,,,,,9904608,0.634
HUN,Europe,Hungary,5/27/20,,,,,,,9660350,0.854
ISL,Europe,Iceland,5/27/20,,,,,,,341250,0.949
IND,Asia,India,5/27/20,,,,,,,1380004385,0.645
IDN,Asia,Indonesia,5/27/20,,,,,,,273523621,0.718
OWID_INT,,International,5/27/20,,,,,,,,
IRN,Asia,Iran,5/27/20,,,,,,,83992953,0.783
IRQ,Asia,Iraq,5/27/20,,,,,,,40222503,0.674
IRL,Europe,Ireland,5/27/20,,,,,,,4937796,0.955
ISR,Asia,Israel,5/27/20,,,,,,,8655541,0.919
ITA,Europe,Italy,5/27/20,,,,,,,60461828,0.892
JAM,North America,Jamaica,5/27/20,,,,,,,2961161,0.734
JPN,Asia,Japan,5/27/20,,,,,,,126476458,0.919
JOR,Asia,Jordan,5/27/20,,,,,,,10203140,0.729
KAZ,Asia,Kazakhstan,5/27/20,,,,,,,18776707,0.825
KEN,Africa,Kenya,5/27/20,,,,,,,53771300,0.601
OWID_KOS,Europe,Kosovo,5/27/20,,,,,,,1932774,
KWT,Asia,Kuwait,5/27/20,,,,,,,4270563,0.806
KGZ,Asia,Kyrgyzstan,5/27/20,,,,,,,6524191,0.697
LAO,Asia,Laos,5/27/20,,,,,,,7275556,0.613
LVA,Europe,Latvia,5/27/20,,,,,,,1886202,0.866
LBN,Asia,Lebanon,5/27/20,,,,,,,6825442,0.744
LSO,Africa,Lesotho,5/27/20,,,,,,,2142252,0.527
LBR,Africa,Liberia,5/27/20,,,,,,,5057677,0.48
LBY,Africa,Libya,5/27/20,,,,,,,6871287,0.724
LIE,Europe,Liechtenstein,5/27/20,,,,,,,38137,0.919
LTU,Europe,Lithuania,5/27/20,,,,,,,2722291,0.882
LUX,Europe,Luxembourg,5/27/20,,,,,,,625976,0.916
MDG,Africa,Madagascar,5/27/20,,,,,,,27691019,0.528
MWI,Africa,Malawi,5/27/20,,,,,,,19129955,0.483
MYS,Asia,Malaysia,5/27/20,,,,,,,32365998,0.81
MDV,Asia,Maldives,5/27/20,,,,,,,540542,0.74
MLI,Africa,Mali,5/27/20,,,,,,,20250834,0.434
MLT,Europe,Malta,5/27/20,,,,,,,441539,0.895
MRT,Africa,Mauritania,5/27/20,,,,,,,4649660,0.546
MUS,Africa,Mauritius,5/27/20,,,,,,,1271767,0.804
MEX,North America,Mexico,5/27/20,,,,,,,128932753,0.779
MDA,Europe,Moldova,5/27/20,,,,,,,4033963,0.75
