postal_code,FIPS,dem,gop,total
VA,51171,6836,16463,23645
VA,51173,3008,10963,14104
VA,51175,3969,5730,9786
VA,51177,34385,39506,75212
VA,51179,40245,37636,79257
VA,51181,2397,2025,4462
VA,51183,2851,2227,5114
VA,51185,3205,16731,20095
VA,51187,6603,14069,21037
VA,51191,6617,21678,28684
VA,51193,4453,5286,9853
VA,51195,3110,13366,16584
VA,51197,3143,11733,15046
VA,51199,17683,20241,38604
VA,51510,66240,14544,81806
VA,51520,2313,5347,7785
VA,51530,825,1863,2815
VA,51540,20696,3094,24101
VA,51550,66377,58180,126655
VA,51570,2972,6007,9114
VA,51580,964,1580,2594
VA,51590,11710,7428,19333
VA,51595,1612,754,2379
VA,51600,9192,4002,13397
VA,51610,7146,1490,8750
VA,51620,2525,1487,4047
VA,51630,8517,4037,12794
VA,51640,777,1838,2633
VA,51650,46220,18430,65656
VA,51660,11022,5591,16977
VA,51670,5427,4018,9606
VA,51678,1797,908,2753
VA,51680,17447,16697,35866
VA,51683,10356,6256,16892
VA,51685,3913,2062,6071
VA,51690,3766,2165,6004
VA,51700,50319,25594,77859
VA,51710,59396,22038,82862
VA,51720,464,1112,1597
VA,51730,12389,1584,14081
VA,51735,2054,5605,7819
VA,51740,30948,12755,44426
VA,51750,3358,2786,6289
VA,51760,86460,15707,103917
VA,51770,26773,15607,43157
VA,51775,5148,7685,13053
VA,51790,6981,5695,12990
VA,51800,28676,20082,49482
VA,51810,134252,115107,253477
VA,51820,4961,5507,10677
VA,51830,4790,1963,6845
VA,51840,6610,5221,12044
WA,53001,1562,3449,5109
WA,53003,4233,7259,11795
WA,53005,38081,59746,100997
WA,53007,19005,22476,42387
WA,53009,24335,22732,48267
WA,53011,139863,125833,272477
WA,53013,644,1699,2397
WA,53015,23802,34215,59608
WA,53017,7554,12619,20567
WA,53019,1465,2735,4292
WA,53021,13148,17849,31833
WA,53023,362,1062,1470
WA,53025,11572,24442,36878
WA,53027,16623,18960,36551
WA,53029,29003,22535,53089
WA,53031,17067,6786,24352
WA,53033,902562,266988,1195188
WA,53035,89812,61204,156733
WA,53037,11004,13778,25579
WA,53039,5608,6866,12720
WA,53041,14462,29318,44935
WA,53043,1694,5095,6916
WA,53045,16999,18342,36432
WA,53047,8621,11544,20561
WA,53049,6776,6930,13973
WA,53051,2578,5655,8422
WA,53053,247277,195835,456335
WA,53055,9606,2994,12896
WA,53057,35741,30389,67856
WA,53059,3100,3783,7066
WA,53061,254917,165128,432301
WA,53063,134884,147635,291366
WA,53065,6563,14566,21523
WA,53067,94076,63087,161987
WA,53069,1150,1711,2924
WA,53071,10705,12068,23300
WA,53073,83342,50311,137129
WA,53075,10106,8273,19001
WA,53077,41999,49550,93467
WV,54001,1457,5116,6677
WV,54003,16075,32062,49146
WV,54005,2041,6816,9012
WV,54007,1457,4120,5664
WV,54009,2947,7545,10656
WV,54011,14994,21721,37360
WV,54013,568,2364,2971
WV,54015,641,2679,3365
WV,54017,435,2619,3101
WV,54019,5063,11580,16862
WV,54021,599,2012,2662
WV,54023,607,4871,5509
WV,54025,4655,10925,15850
WV,54027,1939,8033,10086
WV,54029,3790,9806,13800
WV,54031,1381,4859,6331
WV,54033,9149,20581,30375
WV,54035,3207,10093,13508
WV,54037,12127,15033,27703
WV,54039,34344,46398,82244
WV,54041,1538,5782,7457
WV,54043,1711,6012,7830
WV,54045,2333,10534,13026
WV,54047,1333,5148,6527
WV,54049,8901,16300,25794
WV,54051,3348,10137,13666
WV,54053,2511,8422,11149
WV,54055,5556,19237,25134
WV,54057,2660,10040,12872
WV,54059,1385,8521,9987
WV,54061,20282,20803,42072
WV,54063,1345,5068,6490
WV,54065,1998,6537,8695
WV,54067,2226,8279,10630
WV,54069,7139,12226,19674
WV,54071,820,2782,3659
WV,54073,699,2742,3491
WV,54075,1047,2895,4008
WV,54077,3163,11190,14572
WV,54079,7878,20034,28501
WV,54081,7841,24297,32640
WV,54083,3362,8673,12200
WV,54085,586,3649,4283
WV,54087,1455,4213,5763
WV,54089,1448,4074,5585
WV,54091,1787,5439,7334
WV,54093,938,2841,3844
WV,54095,631,3226,3922
WV,54097,2256,7771,10221
WV,54099,3964,12462,16735
WV,54101,610,2759,3402
WV,54103,1539,4993,6667
WV,54105,466,2134,2653
WV,54107,10816,26963,38403
WV,54109,1149,7254,8485
WI,55001,4329,7362,11808
WI,55003,4794,3845,8744
WI,55005,9194,15803,25345
WI,55007,6155,4617,10885
WI,55009,65509,75865,144011
WI,55011,2859,4834,7811
WI,55013,3569,6461,10141
WI,55015,12115,18142,30858
WI,55017,14001,21316,35945
WI,55019,4520,10001,14873
WI,55021,16408,16925,33917
WI,55023,3953,4620,8698
WI,55025,260157,78789,344745
WI,55027,16355,31354,48497
WI,55029,10044,9752,20117
WI,55031,13214,10919,24668
WI,55033,9909,13176,23543
WI,55035,31617,25339,58235
WI,55037,781,2133,2939
WI,55039,20588,35754,57322
WI,55041,1722,3287,5052
WI,55043,10942,13981,25379
WI,55045,10850,10165,21400
WI,55047,3344,7165,10663
WI,55049,7828,5907,13984
WI,55051,1533,2439,4031
WI,55053,4255,5789,10187
WI,55055,19904,27209,47967
WI,55057,4747,8749,13702
WI,55059,42191,44972,88691
WI,55061,3977,7927,12071
WI,55063,37843,28683,67848
WI,55065,3647,4820,8557
WI,55067,3703,7330,11159
WI,55069,6260,10017,16531
WI,55071,16817,27217,44808
WI,55073,30807,44623,76741
WI,55075,7363,15303,22977
WI,55077,3239,5719,9060
WI,55078,1303,278,1586
WI,55079,317251,134355,458935
WI,55081,8432,13775,22564
WI,55083,6715,16226,23214
WI,55085,10105,13671,24159
WI,55087,47659,58379,108223
WI,55089,26515,33912,61453
WI,55091,1489,2584,4140
WI,55093,9789,12813,23336
WI,55095,9361,16590,26326
WI,55097,20426,19298,40601
WI,55099,3132,5394,8645
WI,55101,50154,54475,106441
WI,55103,3995,4877,9016
WI,55105,46649,37133,85348
WI,55107,2517,5257,7881
WI,55109,23190,32190,56701
WI,55111,18103,17489,36249
WI,55113,4494,5883,10479
WI,55115,7131,15447,22878
WI,55117,27109,37624,66020
WI,55119,2693,7656,10683
WI,55121,6283,8828,15356
WI,55123,7457,8216,15910
WI,55125,5903,9261,15338
WI,55127,22783,33844,57588
WI,55129,3867,6332,10371
WI,55131,26647,60235,88254
WI,55133,103867,159633,267957
WI,55135,9699,18948,29118
WI,55137,4388,9016,13564
WI,55139,44060,47795,94032
WI,55141,16360,24307,41197
WY,56001,9091,8575,18612
WY,56003,788,4806,5752
WY,56005,1935,16973,19564
WY,56007,1427,5012,6662
WY,56009,861,5916,6969
WY,56011,378,3651,4119
WY,56013,5519,12007,18111
WY,56015,1203,4878,6241
WY,56017,482,1999,2577
WY,56019,897,3881,4914
WY,56021,15181,27814,44865
WY,56023,1509,8673,10498
WY,56025,8528,25267,35196
WY,56027,155,1118,1308
WY,56029,3404,12802,16699
WY,56031,890,3898,4923
WY,56033,4043,11843,16428
WY,56035,882,3957,4970
WY,56037,3822,12197,16489
WY,56039,9848,4341,14677
WY,56041,1591,7494,9400
CT,09001,12879.957,7300.2174,20467.652
CT,09003,9804.6552,5495.2069,15542.759
CT,09005,1929.3846,2138.8077,4136.8077
CT,09007,3789.8667,2711,6613.2
CT,09009,8941.2963,6280.2222,15422.185
CT,09011,3783.7619,2719.5238,6647.8095
CT,09013,3385.0769,2678.3846,6195.8462
CT,09015,1780.1333,1942.7333,3805.2
ME,23001,1969.1429,2089.9286,4197.8571
ME,23003,198.77612,292.86567,502.77612
ME,23005,4591.5357,2124.6786,6926.6071
ME,23007,320.95455,332.90909,680.5
ME,23009,497.62162,369.24324,892.83784
ME,23011,1182.6552,1177.6207,2439.3793
ME,23013,822.11111,548.33333,1405.7222
ME,23015,639.11111,527.33333,1199.5
ME,23017,379.10811,455.67568,861.72973
ME,23019,588.78333,668.86667,1302.7
ME,23021,163.65,285.15,461.2
ME,23023,1353.1,975.5,2404.2
ME,23025,263.85294,409.26471,692.02941
ME,23027,476.5,433.80769,942.23077
ME,23029,105.72727,161.45455,274.04545
ME,23031,2392.1786,1747.25,4263.8571
MA,25001,5294.7857,3094.5,8568.7857
MA,25003,1475.4688,501.875,2021.625
MA,25005,7503.15,5904.25,13702.25
MA,25007,1394.7143,369.71429,1799.2857
MA,25009,7745.6061,4228.2121,12244
MA,25011,801.68,314.6,1149.6
MA,25013,5240,3352.7,8789.9
MA,25015,2832.7368,1015.9474,3936.8421
MA,25017,11099.444,4136.5556,15595.759
MA,25019,5234,1912,7297
MA,25021,8583.44,3631.68,12495.72
MA,25023,5251.3333,4127.037,9613.8519
MA,25025,82201.333,17344.667,101401
MA,25027,4065.3898,2825.5085,7081.9831
NH,33001,1535.8182,1899.9091,3495.7273
NH,33003,924.94444,897.22222,1848.4444
NH,33005,1109.6522,778.17391,1923
NH,33007,332.17391,374.65217,718.6087
NH,33009,850.76923,510.38462,1384.3333
NH,33011,3946.5806,3375,7452.9032
NH,33013,1797.5185,1470.7778,3329.1481
NH,33015,2704.4324,2590.7568,5376.8378
NH,33017,3209.3077,2345.3077,5671.4615
NH,33019,826,767.2,1625.5333
RI,44001,6004.6667,3246.3333,9399
RI,44003,9821.6,8399.2,18512.8
RI,44005,4913.3333,2620,7648.8333
RI,44007,10310.5,6408.5625,16954.25
RI,44009,4949.2222,3313.1111,8397.8889
VT,50001,625.54545,260.5,918.13636
VT,50003,786.9375,443.5,1271.25
VT,50005,530,385.35294,952.11765
VT,50007,4405.0588,1233.5882,5818.5882
VT,50009,108.07692,136.38462,252.92308
VT,50011,924,762.64286,1753.2857
VT,50013,588.75,327.75,946
VT,50015,1024,416.3,1495.1
VT,50017,604.76471,363.41176,1005.9412
VT,50019,376.15789,342.73684,742.26316
VT,50021,650.17857,523.28571,1212.3571
VT,50023,1258.45,446.25,1765.2
VT,50025,853,286.72727,1185.3636
VT,50027,974.95833,416.25,1437.7917
